Species,AM.AD.1,AM.AD.2,AM.F10.T1,AM.F10.T2,DA.AD.1,DA.AD.1T,DA.AD.2,DA.AD.3,DA.AD.3T,DA.AD.4,ES.AD.1,ES.AD.2,ES.AD.3,ES.AD.4,FR.AD.1,FR.AD.2,FR.AD.3,FR.AD.4,FR.AD.5,FR.AD.6,FR.AD.7,FR.AD.8,IT.AD.1,IT.AD.2,IT.AD.3,IT.AD.4,IT.AD.5,IT.AD.6,JP.AD.1,JP.AD.2,JP.AD.3,JP.AD.4,JP.AD.5,JP.AD.6,JP.AD.7,JP.AD.8,JP.AD.9,JP.IN.1,JP.IN.2,JP.IN.3,JP.IN.4,MH0001,MH0002,MH0003,MH0004,MH0005,MH0006,MH0007,MH0008,MH0009,MH0010,MH0011,MH0012,MH0013,MH0014,MH0015,MH0016,MH0017,MH0018,MH0019,MH0020,MH0021,MH0022,MH0023,MH0024,MH0025,MH0026,MH0027,MH0028,MH0030,MH0031,MH0032,MH0033,MH0034,MH0035,MH0036,MH0037,MH0038,MH0039,MH0040,MH0041,MH0042,MH0043,MH0044,MH0045,MH0046,MH0047,MH0048,MH0049,MH0050,MH0051,MH0052,MH0053,MH0054,MH0055,MH0056,MH0057,MH0058,MH0059,MH0060,MH0061,MH0062,MH0063,MH0064,MH0065,MH0066,MH0067,MH0068,MH0069,MH0070,MH0071,MH0072,MH0073,MH0074,MH0075,MH0076,MH0077,MH0078,MH0079,MH0080,MH0081,MH0082,MH0083,MH0084,MH0085,MH0086,TS1_V2,TS10_V2,TS100_V2,TS101.2_V2,TS103_V2,TS104_V2,TS105_V2,TS106_V2,TS107_V2,TS109_V2,TS11_V2,TS110_V2,TS111_V2,TS115_V2,TS116_V2,TS117_V2,TS118_V2,TS119_V2,TS12_V2,TS120_V2,TS124_V2,TS125_V2,TS126_V2,TS127_V2,TS128_V2,TS129_V2,TS13_V2,TS130_V2,TS131_V2,TS132_V2,TS133_V2,TS134_V2,TS135_V2,TS136_V2,TS137_V2,TS138_V2,TS139_V2,TS14_V2,TS140_V2,TS141_V2,TS142_V2,TS143_V2,TS144_V2,TS145_V2,TS146_V2,TS147_V2,TS148_V2,TS149_V2,TS15_V2,TS150_V2,TS151_V2,TS152_V2,TS153_V2,TS154.2_V2,TS155_V2,TS156_V2,TS16_V2,TS160_V2,TS161_V2,TS162_V2,TS163_V2,TS164_V2,TS165_V2,TS166_V2,TS167_V2,TS168_V2,TS169_V2,TS17_V2,TS170_V2,TS178_V2,TS179_V2,TS180_V2,TS181_V2,TS182_V2,TS183_V2,TS184_V2,TS185_V2,TS186_V2,TS19_V2,TS190_V2,TS191_V2,TS192_V2,TS193_V2,TS194_V2,TS195_V2,TS2_V2,TS20_V2,TS21_V2,TS22_V2,TS23_V2,TS25_V2,TS26_V2,TS27_V2,TS28_V2,TS29_V2,TS3_V2,TS30_V2,TS31_V2,TS32_V2,TS33_V2,TS34_V2,TS35_V2,TS37_V2,TS38_V2,TS39_V2,TS4_V2,TS43_V2,TS44_V2,TS49_V2,TS5_V2,TS50_V2,TS51_V2,TS55_V2,TS56_V2,TS57_V2,TS6_V2,TS61_V2,TS62_V2,TS63_V2,TS64_V2,TS65_V2,TS66_V2,TS67_V2,TS68_V2,TS69_V2,TS7_V2,TS70_V2,TS71_V2,TS72_V2,TS73_V2,TS74_V2,TS75_V2,TS76_V2,TS77_V2,TS78_V2,TS8_V2,TS82_V2,TS83_V2,TS84_V2,TS85_V2,TS86_V2,TS87_V2,TS88_V2,TS89_V2,TS9_V2,TS90_V2,TS91_V2,TS92_V2,TS94_V2,TS95_V2,TS96_V2,TS97_V2,TS98_V2,TS99.2_V2
Kribbella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.55e-6,7.58e-6,1.127e-5,2.461e-5,1.631e-5,1.477e-5,2.499e-5,1.559e-5,9.52e-6,8.38e-6,1.165e-5,1.764e-5,2.872e-5,8.95e-6,2.489e-5,4.32e-6,2.247e-5,4.82e-6,2.246e-5,4.31e-6,9.08e-6,3.359e-5,2.125e-5,1.009e-5,9.39e-6,9.25e-6,2.313e-5,6.41e-6,1.087e-5,9.78e-6,6.32e-6,1.009e-5,2.36e-6,8.67e-6,1.572e-5,2.284e-5,1.374e-5,1.756e-5,1.115e-5,7.38e-6,1.404e-5,1.275e-5,5.6e-6,4.52e-6,1.212e-5,1.019e-5,2.015e-5,5.13e-6,1.713e-5,2.099e-5,5.57e-6,1.35e-5,2.797e-5,1.054e-5,1.926e-5,6.22e-6,1.224e-5,1.109e-5,1.79e-5,6.35e-6,1.627e-5,7.43e-6,5.84e-6,1.174e-5,2.822e-5,2.48e-6,7.42e-6,6.48e-6,4.05e-6,1.389e-5,2.03e-6,2.8e-6,1.529e-5,1.016e-5,7.92e-6,8.8e-6,1.99e-6,1.04e-5,8.25e-6,8.24e-6,4.45e-6,1.8e-5,2.92e-6,4.95e-6,1.019e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legionella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.463e-5,3.91e-6,3.15e-6,2.27e-5,2.127e-5,1.033e-5,1.939e-5,1.392e-5,7.88e-6,1.415e-5,7.02e-6,6.27e-6,4.989e-5,4.99e-6,1.853e-5,6.25e-6,1.978e-5,1.081e-5,2.541e-5,6.42e-6,7.94e-6,4.151e-5,2.219e-5,7.59e-6,9.6e-6,1.16e-5,1.74e-5,1.353e-5,1.916e-5,1.364e-5,9.54e-6,8.79e-6,4.14e-6,1.09e-5,1.093e-5,8.53e-6,1.892e-5,9.8e-6,5.67e-6,2.75e-6,1.236e-5,7.49e-6,5.84e-6,5.84e-6,7.02e-6,5.11e-6,1.251e-5,1.45e-6,9.57e-6,7.21e-6,2.82e-6,1.048e-5,6.63e-6,1.062e-5,9.62e-6,6.14e-6,1.056e-5,6.76e-6,6.4e-6,5.07e-6,4.12e-6,6.42e-6,4.34e-6,1.052e-5,6.64e-6,5.24e-6,7.85e-6,6.85e-6,7.79e-6,7.04e-6,7.72e-6,5.27e-6,6.33e-6,7.58e-6,5.16e-6,6.86e-6,1.68e-6,5.9e-6,7.62e-6,8.06e-6,7.36e-6,5.29e-6,4.49e-6,3.63e-6,5.42e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leifsonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2e-5,9.67e-6,1.37e-5,2.865e-5,1.896e-5,1.67e-5,3.378e-5,1.553e-5,1.394e-5,1.225e-5,1.213e-5,1.575e-5,3.971e-5,1.112e-5,2.994e-5,3.78e-6,2.949e-5,6.07e-6,2.616e-5,5.36e-6,9.48e-6,3.756e-5,2.442e-5,1.182e-5,1.206e-5,9.59e-6,2.68e-5,8.31e-6,1.253e-5,1.29e-5,7.22e-6,1.144e-5,2.2e-6,1.105e-5,1.745e-5,2.645e-5,1.817e-5,2.117e-5,1.381e-5,8.32e-6,1.536e-5,1.537e-5,5.64e-6,6.49e-6,1.202e-5,7.07e-6,2.234e-5,5.19e-6,1.926e-5,2.509e-5,7.29e-6,2.006e-5,2.661e-5,1.095e-5,2.144e-5,6.48e-6,1.4e-5,1.081e-5,2.347e-5,8.06e-6,1.99e-5,1.039e-5,6.95e-6,1.446e-5,3.174e-5,2.43e-6,7.83e-6,9.12e-6,5.41e-6,1.51e-5,2.36e-6,2.7e-6,1.69e-5,1.265e-5,8.36e-6,8.68e-6,3.5e-6,1.55e-5,8.15e-6,9.96e-6,5.58e-6,2.12e-5,3.04e-6,5.77e-6,1.223e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leptospira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.863e-5,4.53e-6,5.25e-6,2.252e-5,2.231e-5,1.317e-5,2.466e-5,1.699e-5,1.132e-5,1.756e-5,1.052e-5,1.13e-5,4.795e-5,7.95e-6,2.676e-5,7.62e-6,2.715e-5,1.986e-5,2.829e-5,5.32e-6,1.043e-5,5.665e-5,2.768e-5,1.155e-5,1.148e-5,1.236e-5,2.301e-5,1.423e-5,1.978e-5,1.551e-5,8.05e-6,8.32e-6,6.01e-6,1.442e-5,1.663e-5,1.237e-5,3.148e-5,1.365e-5,1.002e-5,4.06e-6,1.67e-5,1.315e-5,8.19e-6,8.71e-6,1.113e-5,7.51e-6,2e-5,2.36e-6,1.107e-5,9.73e-6,6.16e-6,1.166e-5,1.327e-5,1.342e-5,1.254e-5,8.89e-6,1.285e-5,8.68e-6,1.198e-5,5.32e-6,6.52e-6,9.15e-6,6.64e-6,1.475e-5,9.54e-6,8.75e-6,6.3e-6,9.77e-6,6.65e-6,1.161e-5,6.42e-6,4.43e-6,1.025e-5,9.94e-6,6.49e-6,8.19e-6,2.11e-6,1.595e-5,9.44e-6,9.97e-6,9.37e-6,9.9e-6,4.33e-6,6.04e-6,8.88e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leptotrichia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.492e-5,2.268e-5,1.363e-5,9.299e-5,7.81e-5,4.484e-5,1.347e-4,1.2677e-4,3.728e-5,9.469e-5,4.195e-5,2.689e-5,2.4513e-4,1.983e-5,1.257e-4,3.013e-5,1.1422e-4,5.928e-5,1.4216e-4,1.836e-5,4.59e-5,2.0607e-4,1.2738e-4,3.786e-5,4.298e-5,4.541e-5,9.326e-5,7.875e-5,8.422e-5,6.571e-5,4.205e-5,5.001e-5,2.415e-5,6.54e-5,5.672e-5,2.49e-5,1.0321e-4,4.607e-5,4.157e-5,1.713e-5,5.479e-5,3.618e-5,3.373e-5,4.988e-5,3.132e-5,2.108e-5,7.019e-5,1.068e-5,2.793e-5,3.067e-5,2.227e-5,3.634e-5,3.291e-5,4.086e-5,4.102e-5,1.613e-5,4.957e-5,4.448e-5,2.546e-5,1.424e-5,1.663e-5,3.06e-5,4.055e-5,6.063e-5,3.337e-5,4.236e-5,1.555e-5,4.69e-5,4.017e-5,3.625e-5,4.87e-5,3.396e-5,2.746e-5,4.093e-5,4.044e-5,5.746e-5,1.071e-5,3.465e-5,6.066e-5,5.538e-5,4.739e-5,3.49e-5,1.761e-5,2.47e-5,3.439e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lysinibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79e-6,4.33e-6,6.08e-6,1.611e-5,1.184e-5,8.75e-6,2.257e-5,1.831e-5,6.85e-6,1.44e-5,8.24e-6,4.95e-6,4.432e-5,5.09e-6,1.572e-5,4.72e-6,1.586e-5,1.089e-5,1.851e-5,4.28e-6,8.24e-6,3.121e-5,1.812e-5,7.54e-6,5.64e-6,8.3e-6,1.794e-5,1.26e-5,1.675e-5,1.059e-5,5.66e-6,8.87e-6,3.26e-6,1.321e-5,9.5e-6,5.85e-6,2.254e-5,6.93e-6,6.57e-6,3.26e-6,1.124e-5,8.02e-6,6.23e-6,6.39e-6,5.39e-6,2.43e-6,1.443e-5,1.2e-6,7.49e-6,5.14e-6,4.32e-6,1.035e-5,1.575e-5,6.87e-6,9.7e-6,2.44e-6,1.108e-5,7.25e-6,8.76e-6,2.18e-6,2.48e-6,6.62e-6,5.35e-6,1.508e-5,7.49e-6,3.84e-6,2.52e-6,6.65e-6,8.88e-6,5.02e-6,6.34e-6,4.43e-6,3.61e-6,8.3e-6,7.64e-6,9.49e-6,2.28e-6,8.79e-6,6.89e-6,1.257e-5,9.64e-6,6.27e-6,2.89e-6,2.89e-6,5.79e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maricaulis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.074e-5,7.22e-6,8.59e-6,2.448e-5,1.448e-5,1.261e-5,2.076e-5,1.131e-5,9.31e-6,7.74e-6,1.305e-5,1.332e-5,2.253e-5,9.66e-6,2.086e-5,5.8e-6,2.437e-5,9.62e-6,2.538e-5,5.95e-6,1.186e-5,3.255e-5,1.579e-5,6.49e-6,9.68e-6,8.35e-6,1.886e-5,5.59e-6,1.561e-5,8.31e-6,6.81e-6,9.95e-6,3.05e-6,1.085e-5,1.429e-5,1.758e-5,1.882e-5,1.498e-5,9.97e-6,7.9e-6,1.432e-5,1.364e-5,6.72e-6,5.1e-6,1.104e-5,1.162e-5,1.671e-5,3.25e-6,1.572e-5,1.285e-5,7.71e-6,1.38e-5,1.743e-5,9.99e-6,1.284e-5,9.26e-6,1.25e-5,1.091e-5,1.548e-5,6.55e-6,1.192e-5,7.51e-6,4.72e-6,1.05e-5,1.68e-5,2.48e-6,1.303e-5,6.47e-6,7.45e-6,1.465e-5,2.84e-6,3.61e-6,1.879e-5,1.04e-5,6.67e-6,7.97e-6,1.25e-6,1.079e-5,5.82e-6,9.94e-6,7.51e-6,1.402e-5,3.9e-6,4.47e-6,8.7e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marinobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5e-6,4.74e-6,5.66e-6,2.044e-5,1.331e-5,9.87e-6,1.613e-5,9.75e-6,8.24e-6,8.53e-6,7.24e-6,9.45e-6,1.747e-5,6.05e-6,1.938e-5,5.15e-6,2.177e-5,8.41e-6,2.065e-5,7.01e-6,6.3e-6,2.561e-5,1.693e-5,5.3e-6,8.09e-6,6.69e-6,1.441e-5,5.66e-6,9.8e-6,8.07e-6,4.86e-6,7.46e-6,3.28e-6,6.81e-6,1.072e-5,1.307e-5,1.129e-5,1.102e-5,6.71e-6,4.58e-6,9.89e-6,8.55e-6,4.65e-6,3.95e-6,1.258e-5,8.66e-6,9.22e-6,3.14e-6,9.73e-6,7.36e-6,4.35e-6,8.91e-6,1.303e-5,9.07e-6,1.113e-5,7.93e-6,9.19e-6,7.17e-6,9.93e-6,4.4e-6,8.74e-6,5.32e-6,3.45e-6,7.43e-6,1.111e-5,2.4e-6,7.68e-6,5.48e-6,3.7e-6,9.01e-6,3.25e-6,3.21e-6,1.133e-5,7.81e-6,5.74e-6,5.74e-6,1.95e-6,6.17e-6,4.71e-6,6.62e-6,5.55e-6,9.39e-6,3.71e-6,4.23e-6,7.29e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marinomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32e-6,1.27e-6,8.8e-7,7.06e-6,4.44e-6,3.14e-6,6.71e-6,4.93e-6,1.84e-6,4.42e-6,2.37e-6,2.05e-6,8.6e-6,1.18e-6,5.56e-6,2.21e-6,6.49e-6,6.66e-6,7.31e-6,2.09e-6,3.38e-6,1.033e-5,5.86e-6,2.23e-6,2.81e-6,2.45e-6,6.09e-6,3.07e-6,3.98e-6,5.14e-6,1.76e-6,2.88e-6,1.68e-6,3.92e-6,3.57e-6,2.47e-6,4.19e-6,4.73e-6,1.78e-6,2.29e-6,3.96e-6,2.31e-6,1.42e-6,1.82e-6,3.24e-6,1.07e-6,3.67e-6,9.6e-7,3.04e-6,1.54e-6,9.2e-7,4.29e-6,2.31e-6,4.59e-6,2.76e-6,2.21e-6,3.1e-6,1.92e-6,2.93e-6,1.33e-6,7.4e-7,1.54e-6,5.8e-7,2.6e-6,1.25e-6,2.32e-6,2.62e-6,1.64e-6,2.78e-6,2.55e-6,4.5e-6,3.09e-6,2.99e-6,2.14e-6,1.54e-6,1.8e-6,6.4e-7,1.34e-6,1.99e-6,3.13e-6,1.66e-6,1.41e-6,3.01e-6,1.11e-6,2.15e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meiothermus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.903e-5,2.239e-5,2.522e-5,7.399e-5,4.407e-5,3.07e-5,5.62e-5,3.303e-5,2.408e-5,2.471e-5,3.214e-5,4e-5,7.486e-5,1.932e-5,8.03e-5,1.368e-5,6.18e-5,2.522e-5,5.041e-5,1.382e-5,1.899e-5,7.965e-5,4.981e-5,2.056e-5,2.411e-5,2.043e-5,5.143e-5,1.623e-5,2.67e-5,2.941e-5,1.928e-5,2.343e-5,9.71e-6,2.01e-5,3.355e-5,4.998e-5,3.353e-5,3.359e-5,2.338e-5,1.682e-5,3.106e-5,2.631e-5,1.617e-5,1.451e-5,2.832e-5,2.886e-5,3.567e-5,1.501e-5,3.671e-5,3.332e-5,1.362e-5,3.123e-5,4.218e-5,2.738e-5,4.023e-5,1.855e-5,2.924e-5,2.399e-5,4.762e-5,1.382e-5,4.403e-5,2.017e-5,1.309e-5,2.633e-5,4.727e-5,7.87e-6,2.114e-5,1.858e-5,9.29e-6,4.568e-5,7.34e-6,9.67e-6,3.497e-5,2.511e-5,2.012e-5,2.27e-5,8.22e-6,2.203e-5,1.645e-5,2.162e-5,1.684e-5,3.343e-5,1.058e-5,1.666e-5,2.171e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metallosphaera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2e-7,0,3.3e-7,7.2e-7,3.52e-6,6.9e-7,7.1e-7,7.8e-7,6.2e-7,5.4e-7,2.4e-7,4.1e-7,2.13e-6,2.1e-7,4.2e-7,8e-8,1.4e-6,9e-7,1.55e-6,3.9e-7,0,3.17e-6,2.37e-6,6.1e-7,4.2e-7,8.5e-7,6.8e-7,5.5e-7,1.23e-6,1.12e-6,8e-8,7.6e-7,2.9e-7,7.3e-7,1.83e-6,1.52e-6,1.31e-6,6.8e-7,1.7e-7,9e-8,1.32e-6,7.3e-7,6.1e-7,2.7e-7,2.9e-7,6e-8,6.6e-7,7.1e-7,5.5e-7,5.1e-7,1.6e-7,9.3e-7,5.8e-7,6.6e-7,9.9e-7,2.8e-7,5.4e-7,8e-8,1.5e-7,3.5e-7,2.6e-7,4.1e-7,7.6e-7,1.85e-6,6.2e-7,8e-7,1.6e-7,3.7e-7,3e-7,8.1e-7,2.6e-7,2.1e-7,1.9e-7,6.6e-7,2.5e-7,4.8e-7,0,3.5e-7,6.7e-7,4.2e-7,3.9e-7,6e-7,1.7e-7,1.5e-7,1.4e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methanocaldococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11e-5,1.5e-6,1.31e-6,2.934e-5,3.749e-5,1.426e-5,3.366e-5,2.713e-5,5.38e-6,3.341e-5,3.06e-6,5.4e-6,1.2425e-4,3.14e-6,3.634e-5,5.3e-6,3.501e-5,2.663e-5,4.801e-5,4.35e-6,5.55e-6,8.877e-5,6.299e-5,1.413e-5,1.273e-5,9.24e-6,2.183e-5,1.525e-5,2.798e-5,1.895e-5,1.308e-5,7.19e-6,6.63e-6,1.186e-5,1.114e-5,7.21e-6,2.346e-5,9.33e-6,2.74e-6,2.28e-6,1.382e-5,3.54e-6,6.52e-6,1.077e-5,8.35e-6,9.4e-7,1.301e-5,1.6e-6,4.38e-6,7.74e-6,6.4e-7,5.3e-6,3.61e-6,1.021e-5,8.64e-6,3.49e-6,8.77e-6,7.64e-6,3.39e-6,2.28e-6,4.8e-7,3.46e-6,2.3e-6,7.09e-6,4.4e-6,3.65e-6,1.76e-6,4.64e-6,6.03e-6,3.74e-6,5.88e-6,4.66e-6,4.84e-6,5.22e-6,3.13e-6,6.41e-6,4.8e-7,3.56e-6,7.99e-6,7.05e-6,5.92e-6,2.31e-6,4.79e-6,2.89e-6,3.07e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
